id,case,template,whole,digit,zeros,control,layer,model,revision,hard_margin,patched_margin,margin_effect,hard_correct,patched_correct,patched_token_count
causal-gen-006,6,relation_statements,107,6,1,easy_short_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,23.125,23.625,0.5,True,True,5
causal-gen-006,6,relation_statements,107,6,1,donor_padded_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,23.125,23.125,0.0,True,True,6
causal-gen-006,6,relation_statements,107,6,1,donor_short_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,23.125,-22.875,-46.0,True,False,5
causal-gen-006,6,relation_statements,107,6,1,easy_padded_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,23.125,23.0,-0.125,True,True,6
causal-gen-006,6,relation_statements,107,6,1,easy_short_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,23.125,23.125,0.0,True,True,5
causal-gen-006,6,relation_statements,107,6,1,donor_padded_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,23.125,22.875,-0.25,True,True,6
causal-gen-006,6,relation_statements,107,6,1,donor_short_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,23.125,23.375,0.25,True,True,5
causal-gen-007,7,relation_statements,108,7,1,easy_padded_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,22.25,22.375,0.125,True,True,6
causal-gen-007,7,relation_statements,108,7,1,easy_short_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,22.25,23.375,1.125,True,True,5
causal-gen-007,7,relation_statements,108,7,1,donor_padded_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,22.25,22.25,0.0,True,True,6
causal-gen-007,7,relation_statements,108,7,1,donor_short_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,22.25,-25.375,-47.625,True,False,5
causal-gen-007,7,relation_statements,108,7,1,easy_padded_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,22.25,21.625,-0.625,True,True,6
causal-gen-007,7,relation_statements,108,7,1,easy_short_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,22.25,22.25,0.0,True,True,5
causal-gen-007,7,relation_statements,108,7,1,donor_padded_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,22.25,22.125,-0.125,True,True,6
causal-gen-007,7,relation_statements,108,7,1,donor_short_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,22.25,22.25,0.0,True,True,5
causal-gen-008,8,relation_statements,109,8,1,easy_padded_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,20.875,22.125,1.25,True,True,6
causal-gen-008,8,relation_statements,109,8,1,easy_short_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,20.875,21.75,0.875,True,True,5
causal-gen-008,8,relation_statements,109,8,1,donor_padded_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,20.875,20.875,0.0,True,True,6
causal-gen-008,8,relation_statements,109,8,1,donor_short_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,20.875,-29.25,-50.125,True,False,5
causal-gen-008,8,relation_statements,109,8,1,easy_padded_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,20.875,21.75,0.875,True,True,6
causal-gen-008,8,relation_statements,109,8,1,easy_short_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,20.875,21.0,0.125,True,True,5
causal-gen-008,8,relation_statements,109,8,1,donor_padded_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,20.875,21.0,0.125,True,True,6
causal-gen-008,8,relation_statements,109,8,1,donor_short_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,20.875,21.0,0.125,True,True,5
causal-gen-009,9,relation_statements,110,9,1,easy_padded_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,20.875,20.875,0.0,True,True,6
causal-gen-009,9,relation_statements,110,9,1,easy_short_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,20.875,22.0,1.125,True,True,5
causal-gen-009,9,relation_statements,110,9,1,donor_padded_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,20.875,20.875,0.0,True,True,6
causal-gen-009,9,relation_statements,110,9,1,donor_short_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,20.875,-30.125,-51.0,True,False,5
causal-gen-009,9,relation_statements,110,9,1,easy_padded_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,20.875,20.875,0.0,True,True,6
causal-gen-009,9,relation_statements,110,9,1,easy_short_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,20.875,21.0,0.125,True,True,5
causal-gen-009,9,relation_statements,110,9,1,donor_padded_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,20.875,20.625,-0.25,True,True,6
causal-gen-009,9,relation_statements,110,9,1,donor_short_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,20.875,20.75,-0.125,True,True,5
causal-gen-010,10,relation_statements,111,0,2,easy_padded_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,23.25,23.875,0.625,True,True,7
causal-gen-010,10,relation_statements,111,0,2,easy_short_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,23.25,23.375,0.125,True,True,5
causal-gen-010,10,relation_statements,111,0,2,donor_padded_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,23.25,23.25,0.0,True,True,7
causal-gen-010,10,relation_statements,111,0,2,donor_short_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,23.25,-22.375,-45.625,True,False,5
causal-gen-010,10,relation_statements,111,0,2,easy_padded_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,23.25,20.875,-2.375,True,True,7
causal-gen-010,10,relation_statements,111,0,2,easy_short_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,23.25,23.5,0.25,True,True,5
causal-gen-010,10,relation_statements,111,0,2,donor_padded_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,23.25,23.25,0.0,True,True,7
causal-gen-010,10,relation_statements,111,0,2,donor_short_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,23.25,23.0,-0.25,True,True,5
causal-gen-011,11,relation_statements,112,1,2,easy_padded_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,18.75,21.0,2.25,True,True,7
causal-gen-011,11,relation_statements,112,1,2,easy_short_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,18.75,21.375,2.625,True,True,5
causal-gen-011,11,relation_statements,112,1,2,donor_padded_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,18.75,18.75,0.0,True,True,7
causal-gen-011,11,relation_statements,112,1,2,donor_short_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,18.75,-21.5,-40.25,True,False,5
causal-gen-011,11,relation_statements,112,1,2,easy_padded_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,18.75,18.75,0.0,True,True,7
causal-gen-011,11,relation_statements,112,1,2,easy_short_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,18.75,19.0,0.25,True,True,5
causal-gen-011,11,relation_statements,112,1,2,donor_padded_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,18.75,18.75,0.0,True,True,7
causal-gen-011,11,relation_statements,112,1,2,donor_short_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,18.75,19.0,0.25,True,True,5
causal-gen-012,12,relation_statements,113,2,2,easy_padded_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,22.0,22.5,0.5,True,True,7
causal-gen-012,12,relation_statements,113,2,2,easy_short_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,22.0,22.5,0.5,True,True,5
causal-gen-012,12,relation_statements,113,2,2,donor_padded_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,22.0,22.0,0.0,True,True,7
causal-gen-012,12,relation_statements,113,2,2,donor_short_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,22.0,-19.625,-41.625,True,False,5
causal-gen-012,12,relation_statements,113,2,2,easy_padded_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,22.0,22.0,0.0,True,True,7
causal-gen-012,12,relation_statements,113,2,2,easy_short_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,22.0,21.75,-0.25,True,True,5
causal-gen-012,12,relation_statements,113,2,2,donor_padded_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,22.0,22.125,0.125,True,True,7
causal-gen-012,12,relation_statements,113,2,2,donor_short_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,22.0,22.25,0.25,True,True,5
causal-gen-013,13,relation_statements,114,3,2,easy_padded_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,21.5,22.375,0.875,True,True,7
causal-gen-013,13,relation_statements,114,3,2,easy_short_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,21.5,22.5,1.0,True,True,5
causal-gen-013,13,relation_statements,114,3,2,donor_padded_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,21.5,21.5,0.0,True,True,7
causal-gen-013,13,relation_statements,114,3,2,donor_short_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,21.5,-21.625,-43.125,True,False,5
causal-gen-013,13,relation_statements,114,3,2,easy_padded_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,21.5,21.625,0.125,True,True,7
causal-gen-013,13,relation_statements,114,3,2,easy_short_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,21.5,21.375,-0.125,True,True,5
causal-gen-013,13,relation_statements,114,3,2,donor_padded_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,21.5,21.25,-0.25,True,True,7
causal-gen-013,13,relation_statements,114,3,2,donor_short_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,21.5,21.5,0.0,True,True,5
causal-gen-014,14,relation_statements,115,4,2,easy_padded_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,22.875,23.625,0.75,True,True,7
causal-gen-014,14,relation_statements,115,4,2,easy_short_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,22.875,23.75,0.875,True,True,5
causal-gen-014,14,relation_statements,115,4,2,donor_padded_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,22.875,22.875,0.0,True,True,7
causal-gen-014,14,relation_statements,115,4,2,donor_short_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,22.875,-22.125,-45.0,True,False,5
causal-gen-014,14,relation_statements,115,4,2,easy_padded_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,22.875,21.125,-1.75,True,True,7
causal-gen-014,14,relation_statements,115,4,2,easy_short_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,22.875,22.75,-0.125,True,True,5
causal-gen-014,14,relation_statements,115,4,2,donor_padded_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,22.875,22.875,0.0,True,True,7
causal-gen-014,14,relation_statements,115,4,2,donor_short_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,22.875,23.0,0.125,True,True,5
causal-gen-015,15,relation_statements,116,5,2,easy_padded_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,24.25,24.5,0.25,True,True,7
causal-gen-015,15,relation_statements,116,5,2,easy_short_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,24.25,24.75,0.5,True,True,5
causal-gen-015,15,relation_statements,116,5,2,donor_padded_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,24.25,24.25,0.0,True,True,7
causal-gen-015,15,relation_statements,116,5,2,donor_short_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,24.25,-22.0,-46.25,True,False,5
causal-gen-015,15,relation_statements,116,5,2,easy_padded_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,24.25,24.25,0.0,True,True,7
causal-gen-015,15,relation_statements,116,5,2,easy_short_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,24.25,24.875,0.625,True,True,5
causal-gen-015,15,relation_statements,116,5,2,donor_padded_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,24.25,24.5,0.25,True,True,7
causal-gen-015,15,relation_statements,116,5,2,donor_short_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,24.25,24.625,0.375,True,True,5
causal-gen-016,16,relation_statements,117,6,2,easy_padded_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,23.625,24.125,0.5,True,True,7
causal-gen-016,16,relation_statements,117,6,2,easy_short_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,23.625,24.0,0.375,True,True,5
causal-gen-016,16,relation_statements,117,6,2,donor_padded_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,23.625,23.625,0.0,True,True,7
causal-gen-016,16,relation_statements,117,6,2,donor_short_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,23.625,-19.5,-43.125,True,False,5
causal-gen-016,16,relation_statements,117,6,2,easy_padded_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,23.625,23.75,0.125,True,True,7
causal-gen-016,16,relation_statements,117,6,2,easy_short_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,23.625,23.75,0.125,True,True,5
causal-gen-016,16,relation_statements,117,6,2,donor_padded_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,23.625,23.75,0.125,True,True,7
causal-gen-016,16,relation_statements,117,6,2,donor_short_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,23.625,23.75,0.125,True,True,5
causal-gen-017,17,relation_statements,118,7,2,easy_padded_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,22.625,23.25,0.625,True,True,7
causal-gen-017,17,relation_statements,118,7,2,easy_short_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,22.625,23.25,0.625,True,True,5
causal-gen-017,17,relation_statements,118,7,2,donor_padded_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,22.625,22.625,0.0,True,True,7
causal-gen-017,17,relation_statements,118,7,2,donor_short_tokens,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,22.625,-24.25,-46.875,True,False,5
causal-gen-017,17,relation_statements,118,7,2,easy_padded_random,2,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,22.625,22.625,0.0,True,True,7
