id,case,template,whole,digit,zeros,control,layer,model,revision,template_mode,sequence_length,numeral_token_count,hard_margin,easy_margin,donor_margin,patched_margin,margin_effect,hard_correct,patched_correct,target_positions,source_positions,random_positions
causal-gen-001,1,relation_statements,102,1,1,donor_random_positions,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-7.25,10.4375,-10.25,-7.25,0.0,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[4, 13, 75, 61, 8, 33, 32, 54, 71, 49, 53]","[4, 13, 75, 61, 8, 33, 32, 54, 71, 49, 53]"
causal-gen-001,1,relation_statements,102,1,1,donor_answer_position,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-7.25,10.4375,-10.25,-7.125,0.125,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]",[83],"[4, 13, 75, 61, 8, 33, 32, 54, 71, 49, 53]"
causal-gen-002,2,relation_statements,103,2,1,easy_number_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-2.125,10.5625,-9.1875,7.625,9.75,False,True,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[34, 35, 36, 37, 38, 39, 24, 25, 26, 27, 28]","[73, 7, 42, 79, 47, 22, 56, 71, 30, 4, 45]"
causal-gen-002,2,relation_statements,103,2,1,easy_random_positions,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-2.125,10.5625,-9.1875,5.0,7.125,False,True,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[73, 7, 42, 79, 47, 22, 56, 71, 30, 4, 45]","[73, 7, 42, 79, 47, 22, 56, 71, 30, 4, 45]"
causal-gen-002,2,relation_statements,103,2,1,easy_answer_position,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-2.125,10.5625,-9.1875,-2.0,0.125,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]",[83],"[73, 7, 42, 79, 47, 22, 56, 71, 30, 4, 45]"
causal-gen-002,2,relation_statements,103,2,1,donor_number_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-2.125,10.5625,-9.1875,-9.125,-7.0,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[73, 7, 42, 79, 47, 22, 56, 71, 30, 4, 45]"
causal-gen-002,2,relation_statements,103,2,1,donor_random_positions,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-2.125,10.5625,-9.1875,-2.125,0.0,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[73, 7, 42, 79, 47, 22, 56, 71, 30, 4, 45]","[73, 7, 42, 79, 47, 22, 56, 71, 30, 4, 45]"
causal-gen-002,2,relation_statements,103,2,1,donor_answer_position,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-2.125,10.5625,-9.1875,-2.125,0.0,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]",[83],"[73, 7, 42, 79, 47, 22, 56, 71, 30, 4, 45]"
causal-gen-003,3,relation_statements,104,3,1,easy_number_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-5.875,10.5625,-9.25,6.125,12.0,False,True,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[34, 35, 36, 37, 38, 39, 24, 25, 26, 27, 28]","[20, 45, 67, 77, 17, 42, 54, 57, 62, 74, 79]"
causal-gen-003,3,relation_statements,104,3,1,easy_random_positions,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-5.875,10.5625,-9.25,-5.875,0.0,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[20, 45, 67, 77, 17, 42, 54, 57, 62, 74, 79]","[20, 45, 67, 77, 17, 42, 54, 57, 62, 74, 79]"
causal-gen-003,3,relation_statements,104,3,1,easy_answer_position,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-5.875,10.5625,-9.25,-5.75,0.125,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]",[83],"[20, 45, 67, 77, 17, 42, 54, 57, 62, 74, 79]"
causal-gen-003,3,relation_statements,104,3,1,donor_number_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-5.875,10.5625,-9.25,-9.125,-3.25,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[20, 45, 67, 77, 17, 42, 54, 57, 62, 74, 79]"
causal-gen-003,3,relation_statements,104,3,1,donor_random_positions,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-5.875,10.5625,-9.25,-5.75,0.125,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[20, 45, 67, 77, 17, 42, 54, 57, 62, 74, 79]","[20, 45, 67, 77, 17, 42, 54, 57, 62, 74, 79]"
causal-gen-003,3,relation_statements,104,3,1,donor_answer_position,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-5.875,10.5625,-9.25,-5.875,0.0,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]",[83],"[20, 45, 67, 77, 17, 42, 54, 57, 62, 74, 79]"
causal-gen-004,4,relation_statements,105,4,1,easy_number_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-4.125,10.6875,-9.25,7.875,12.0,False,True,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[34, 35, 36, 37, 38, 39, 24, 25, 26, 27, 28]","[12, 55, 43, 67, 23, 2, 30, 61, 72, 8, 4]"
causal-gen-004,4,relation_statements,105,4,1,easy_random_positions,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-4.125,10.6875,-9.25,2.0,6.125,False,True,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[12, 55, 43, 67, 23, 2, 30, 61, 72, 8, 4]","[12, 55, 43, 67, 23, 2, 30, 61, 72, 8, 4]"
causal-gen-004,4,relation_statements,105,4,1,easy_answer_position,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-4.125,10.6875,-9.25,-4.25,-0.125,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]",[83],"[12, 55, 43, 67, 23, 2, 30, 61, 72, 8, 4]"
causal-gen-004,4,relation_statements,105,4,1,donor_number_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-4.125,10.6875,-9.25,-9.125,-5.0,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[12, 55, 43, 67, 23, 2, 30, 61, 72, 8, 4]"
causal-gen-004,4,relation_statements,105,4,1,donor_random_positions,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-4.125,10.6875,-9.25,-4.25,-0.125,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[12, 55, 43, 67, 23, 2, 30, 61, 72, 8, 4]","[12, 55, 43, 67, 23, 2, 30, 61, 72, 8, 4]"
causal-gen-004,4,relation_statements,105,4,1,donor_answer_position,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-4.125,10.6875,-9.25,-4.125,0.0,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]",[83],"[12, 55, 43, 67, 23, 2, 30, 61, 72, 8, 4]"
causal-gen-005,5,relation_statements,106,5,1,easy_number_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-1.25,10.75,-10.0,9.125,10.375,False,True,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[34, 35, 36, 37, 38, 39, 24, 25, 26, 27, 28]","[51, 33, 5, 10, 13, 18, 23, 49, 59, 43, 48]"
causal-gen-005,5,relation_statements,106,5,1,easy_random_positions,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-1.25,10.75,-10.0,-0.375,0.875,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[51, 33, 5, 10, 13, 18, 23, 49, 59, 43, 48]","[51, 33, 5, 10, 13, 18, 23, 49, 59, 43, 48]"
causal-gen-005,5,relation_statements,106,5,1,easy_answer_position,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-1.25,10.75,-10.0,-1.5,-0.25,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]",[83],"[51, 33, 5, 10, 13, 18, 23, 49, 59, 43, 48]"
causal-gen-005,5,relation_statements,106,5,1,donor_number_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-1.25,10.75,-10.0,-10.0625,-8.8125,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[51, 33, 5, 10, 13, 18, 23, 49, 59, 43, 48]"
causal-gen-005,5,relation_statements,106,5,1,donor_random_positions,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-1.25,10.75,-10.0,-1.375,-0.125,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[51, 33, 5, 10, 13, 18, 23, 49, 59, 43, 48]","[51, 33, 5, 10, 13, 18, 23, 49, 59, 43, 48]"
causal-gen-005,5,relation_statements,106,5,1,donor_answer_position,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-1.25,10.75,-10.0,-1.5,-0.25,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]",[83],"[51, 33, 5, 10, 13, 18, 23, 49, 59, 43, 48]"
causal-gen-006,6,relation_statements,107,6,1,easy_number_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-0.625,10.5,-9.8125,5.125,5.75,False,True,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[34, 35, 36, 37, 38, 39, 24, 25, 26, 27, 28]","[62, 72, 75, 31, 44, 19, 12, 74, 5, 77, 10]"
causal-gen-006,6,relation_statements,107,6,1,easy_random_positions,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-0.625,10.5,-9.8125,-1.875,-1.25,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[62, 72, 75, 31, 44, 19, 12, 74, 5, 77, 10]","[62, 72, 75, 31, 44, 19, 12, 74, 5, 77, 10]"
causal-gen-006,6,relation_statements,107,6,1,easy_answer_position,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-0.625,10.5,-9.8125,-0.75,-0.125,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]",[83],"[62, 72, 75, 31, 44, 19, 12, 74, 5, 77, 10]"
causal-gen-006,6,relation_statements,107,6,1,donor_number_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-0.625,10.5,-9.8125,-9.6875,-9.0625,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[62, 72, 75, 31, 44, 19, 12, 74, 5, 77, 10]"
causal-gen-006,6,relation_statements,107,6,1,donor_random_positions,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-0.625,10.5,-9.8125,-0.625,0.0,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[62, 72, 75, 31, 44, 19, 12, 74, 5, 77, 10]","[62, 72, 75, 31, 44, 19, 12, 74, 5, 77, 10]"
causal-gen-006,6,relation_statements,107,6,1,donor_answer_position,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-0.625,10.5,-9.8125,-0.625,0.0,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]",[83],"[62, 72, 75, 31, 44, 19, 12, 74, 5, 77, 10]"
causal-gen-007,7,relation_statements,108,7,1,easy_number_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-3.0,10.625,-8.8125,7.25,10.25,False,True,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[34, 35, 36, 37, 38, 39, 24, 25, 26, 27, 28]","[75, 12, 32, 20, 3, 66, 23, 71, 79, 34, 77]"
causal-gen-007,7,relation_statements,108,7,1,easy_random_positions,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-3.0,10.625,-8.8125,-2.125,0.875,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[75, 12, 32, 20, 3, 66, 23, 71, 79, 34, 77]","[75, 12, 32, 20, 3, 66, 23, 71, 79, 34, 77]"
causal-gen-007,7,relation_statements,108,7,1,easy_answer_position,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-3.0,10.625,-8.8125,-3.0,0.0,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]",[83],"[75, 12, 32, 20, 3, 66, 23, 71, 79, 34, 77]"
causal-gen-007,7,relation_statements,108,7,1,donor_number_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-3.0,10.625,-8.8125,-8.8125,-5.8125,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[75, 12, 32, 20, 3, 66, 23, 71, 79, 34, 77]"
causal-gen-007,7,relation_statements,108,7,1,donor_random_positions,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-3.0,10.625,-8.8125,-3.375,-0.375,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[75, 12, 32, 20, 3, 66, 23, 71, 79, 34, 77]","[75, 12, 32, 20, 3, 66, 23, 71, 79, 34, 77]"
causal-gen-007,7,relation_statements,108,7,1,donor_answer_position,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-3.0,10.625,-8.8125,-3.125,-0.125,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]",[83],"[75, 12, 32, 20, 3, 66, 23, 71, 79, 34, 77]"
causal-gen-008,8,relation_statements,109,8,1,easy_number_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-4.5,10.625,-10.8125,6.0,10.5,False,True,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[34, 35, 36, 37, 38, 39, 24, 25, 26, 27, 28]","[44, 72, 55, 71, 49, 12, 31, 42, 77, 16, 6]"
causal-gen-008,8,relation_statements,109,8,1,easy_random_positions,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-4.5,10.625,-10.8125,-4.625,-0.125,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[44, 72, 55, 71, 49, 12, 31, 42, 77, 16, 6]","[44, 72, 55, 71, 49, 12, 31, 42, 77, 16, 6]"
causal-gen-008,8,relation_statements,109,8,1,easy_answer_position,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-4.5,10.625,-10.8125,-4.375,0.125,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]",[83],"[44, 72, 55, 71, 49, 12, 31, 42, 77, 16, 6]"
causal-gen-008,8,relation_statements,109,8,1,donor_number_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-4.5,10.625,-10.8125,-10.75,-6.25,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[44, 72, 55, 71, 49, 12, 31, 42, 77, 16, 6]"
causal-gen-008,8,relation_statements,109,8,1,donor_random_positions,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-4.5,10.625,-10.8125,-4.5,0.0,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[44, 72, 55, 71, 49, 12, 31, 42, 77, 16, 6]","[44, 72, 55, 71, 49, 12, 31, 42, 77, 16, 6]"
causal-gen-008,8,relation_statements,109,8,1,donor_answer_position,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-4.5,10.625,-10.8125,-4.5,0.0,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]",[83],"[44, 72, 55, 71, 49, 12, 31, 42, 77, 16, 6]"
causal-gen-009,9,relation_statements,110,9,1,easy_number_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-7.0625,10.4375,-10.875,6.6875,13.75,False,True,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[34, 35, 36, 37, 38, 39, 24, 25, 26, 27, 28]","[19, 66, 67, 11, 48, 45, 2, 23, 9, 60, 16]"
causal-gen-009,9,relation_statements,110,9,1,easy_random_positions,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-7.0625,10.4375,-10.875,-7.0625,0.0,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[19, 66, 67, 11, 48, 45, 2, 23, 9, 60, 16]","[19, 66, 67, 11, 48, 45, 2, 23, 9, 60, 16]"
causal-gen-009,9,relation_statements,110,9,1,easy_answer_position,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-7.0625,10.4375,-10.875,-7.0625,0.0,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]",[83],"[19, 66, 67, 11, 48, 45, 2, 23, 9, 60, 16]"
causal-gen-009,9,relation_statements,110,9,1,donor_number_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-7.0625,10.4375,-10.875,-10.9375,-3.875,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[19, 66, 67, 11, 48, 45, 2, 23, 9, 60, 16]"
causal-gen-009,9,relation_statements,110,9,1,donor_random_positions,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-7.0625,10.4375,-10.875,-7.0625,0.0,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]","[19, 66, 67, 11, 48, 45, 2, 23, 9, 60, 16]","[19, 66, 67, 11, 48, 45, 2, 23, 9, 60, 16]"
causal-gen-009,9,relation_statements,110,9,1,donor_answer_position,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,84,11,-7.0625,10.4375,-10.875,-7.0625,0.0,False,False,"[24, 25, 26, 27, 28, 29, 35, 36, 37, 38, 39]",[83],"[19, 66, 67, 11, 48, 45, 2, 23, 9, 60, 16]"
causal-gen-010,10,relation_statements,111,0,2,easy_number_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,85,12,8.125,10.4375,-7.1875,9.875,1.75,True,True,"[24, 25, 26, 27, 28, 29, 30, 36, 37, 38, 39, 40]","[34, 35, 36, 37, 38, 39, 40, 24, 25, 26, 27, 28]","[59, 4, 51, 42, 57, 6, 69, 1, 34, 19, 44, 52]"
causal-gen-010,10,relation_statements,111,0,2,easy_random_positions,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,85,12,8.125,10.4375,-7.1875,7.75,-0.375,True,True,"[24, 25, 26, 27, 28, 29, 30, 36, 37, 38, 39, 40]","[59, 4, 51, 42, 57, 6, 69, 1, 34, 19, 44, 52]","[59, 4, 51, 42, 57, 6, 69, 1, 34, 19, 44, 52]"
causal-gen-010,10,relation_statements,111,0,2,easy_answer_position,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,85,12,8.125,10.4375,-7.1875,8.125,0.0,True,True,"[24, 25, 26, 27, 28, 29, 30, 36, 37, 38, 39, 40]",[84],"[59, 4, 51, 42, 57, 6, 69, 1, 34, 19, 44, 52]"
causal-gen-010,10,relation_statements,111,0,2,donor_number_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,85,12,8.125,10.4375,-7.1875,-6.5,-14.625,True,False,"[24, 25, 26, 27, 28, 29, 30, 36, 37, 38, 39, 40]","[24, 25, 26, 27, 28, 29, 30, 36, 37, 38, 39, 40]","[59, 4, 51, 42, 57, 6, 69, 1, 34, 19, 44, 52]"
causal-gen-010,10,relation_statements,111,0,2,donor_random_positions,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,system-prepended-to-user,85,12,8.125,10.4375,-7.1875,8.125,0.0,True,True,"[24, 25, 26, 27, 28, 29, 30, 36, 37, 38, 39, 40]","[59, 4, 51, 42, 57, 6, 69, 1, 34, 19, 44, 52]","[59, 4, 51, 42, 57, 6, 69, 1, 34, 19, 44, 52]"
